,Book Title,ISBN,Amazon URL,GoodReads Description,Riffle Description
348,"The Darkest Minds (The Darkest Minds, #1)",9781423157373,https://www.goodreads.com/buy_buttons/12/follow?book_id=10576365&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"When Ruby woke up on her tenth birthday, something about her had changed. Something frightening enough to make her parents lock her in the garage and call the police. Something that got her sent to Thurmond, a brutal government ârehabilitation camp.â She might have survived the mysterious disease that had killed most of Americaâs children, but she and the others emerged with something far worse: frightening abilities they could not control.Now sixteen, Ruby is one of the dangerous ones. When the truth comes out, Ruby barely escapes Thurmond with her life. She is on the run, desperate to find the only safe haven left for kids like herâEast River. She joins a group of kids who have escaped their own camp. Liam, their brave leader, is falling hard for Ruby. But no matter how much she aches for him, Ruby canât risk getting close. Not after what happened to her parents. When they arrive at East River, nothing is as it seems, least of all its mysterious leader. But there are other forces at work, people who will stop at nothing to use Ruby in their fight against the government. Ruby will be faced with a terrible choice, one that may mean giving up her only chance at having a life worth living.","Soon to be a major motion picture!  When Ruby woke up on her tenth birthday, something about her had changed. Something alarming enough to make her parents lock her in the garage and call the police. Something that got her sent to Thurmond, a brutal government ""rehabilitation camp."" She might have survived the mysterious disease that killed most of America's children, but she and the others emerged with something far worse: frightening abilities they cannot control.  Now sixteen, Ruby is one of the dangerous ones.  But when the truth about Ruby's abilities-the truth she's hidden from everyone, even the camp authorities-comes out, Ruby barely escapes Thurmond with her life. On the run, she joins a group of kids who escaped their own camp: Zu, a young girl haunted by her past; Chubs, a standoffish brainiac; and Liam, their fearless leader, who is falling hard for Ruby. But no matter how much she aches for him, Ruby can't risk getting close. Not after what happened to her parents.  While they journey to find the one safe haven left for kids like them-East River-they must evade their determined pursuers, including an organization that will stop at nothing to use Ruby in their fight against the government. But as they get closer to grasping the things they've dreamed of, Ruby will be faced with a terrible choice, one that may mean giving up her only chance at a life worth living."
349,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",9780446563086,https://www.goodreads.com/buy_buttons/13/follow?book_id=7108001&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,"Indiana, 1818. Moonlight falls through the dense woods that surround a one-room cabin, where a nine-year-old Abraham Lincoln kneels at his suffering mother's bedside. She's been stricken with something the old-timers call ""Milk Sickness.""""My baby boy..."" she whispers before dying.Only later will the grieving Abe learn that his mother's fatal affliction was actually the work of a vampire.When the truth becomes known to young Lincoln, he writes in his journal, ""henceforth my life shall be one of rigorous study and devotion. I shall become a master of mind and body. And this mastery shall have but one purpose..."" Gifted with his legendary height, strength, and skill with an ax, Abe sets out on a path of vengeance that will lead him all the way to the White House.While Abraham Lincoln is widely lauded for saving a Union and freeing millions of slaves, his valiant fight against the forces of the undead has remained in the shadows for hundreds of years. That is, until Seth Grahame-Smith stumbled upon The Secret Journal of Abraham Lincoln, and became the first living person to lay eyes on it in more than 140 years.Using the journal as his guide and writing in the grand biographical style of Doris Kearns Goodwin and David McCullough, Seth has reconstructed the true life story of our greatest president for the first time-all while revealing the hidden history behind the Civil War and uncovering the role vampires played in the birth, growth, and near-death of our nation.","Indiana, 1818. Moonlight falls through the dense woods that surround a one-room cabin, where a nine-year-old Abraham Lincoln kneels at his suffering mother's bedside. She's been stricken with something the old-timers call ""Milk Sickness.""  ""My baby boy..."" she whispers before dying.  Only later will the grieving Abe learn that his mother's fatal affliction was actually the work of a vampire.  When the truth becomes known to young Lincoln, he writes in his journal, ""henceforth my life shall be one of rigorous study and devotion. I shall become a master of mind and body. And this mastery shall have but one purpose..."" Gifted with his legendary height, strength, and skill with an ax, Abe sets out on a path of vengeance that will lead him all the way to the White House.  While Abraham Lincoln is widely lauded for saving a Union and freeing millions of slaves, his valiant fight against the forces of the undead has remained in the shadows for hundreds of years. That is, until Seth Grahame-Smith stumbled upon The Secret Journal of Abraham Lincoln, and became the first living person to lay eyes on it in more than 140 years.  Using the journal as his guide and writing in the grand biographical style of Doris Kearns Goodwin and David McCullough, Seth has reconstructed the true life story of our greatest president for the first time-all while revealing the hidden history behind the Civil War and uncovering the role vampires played in the birth, growth, and near-death of our nation.    NEW! Watch Honest Abe in action here: http://www.hachettebookgroup.com/authors_ABLVH.aspx"
350,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",9781423160915,https://www.goodreads.com/buy_buttons/15/follow?book_id=15724396&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,"Magnus Chase has always been a troubled kid. Since his motherâs mysterious death, heâs lived alone on the streets of Boston, surviving by his wits, keeping one step ahead of the police and the truant officers.One day, heâs tracked down by a man heâs never metâa man his mother claimed was dangerous. The man tells him an impossible secret: Magnus is the son of a Norse god.The Viking myths are true. The gods of Asgard are preparing for war. Trolls, giants and worse monsters are stirring for doomsday. To prevent Ragnarok, Magnus must search the Nine Worlds for a weapon that has been lost for thousands of years.When an attack by fire giants forces him to choose between his own safety and the lives of hundreds of innocents, Magnus makes a fatal decision.Sometimes, the only way to start a new life is to die . . .","Magnus Chase has always been a troubled kid. Since his mother's mysterious death, he's lived alone on the streets of Boston, surviving by his wits, keeping one step ahead of the police and the truant officers.  One day, he's tracked down by an uncle he barely knows-a man his mother claimed was dangerous. Uncle Randolph tells him an impossible secret: Magnus is the son of a Norse god.  The Viking myths are true. The gods of Asgard are preparing for war. Trolls, giants and worse monsters are stirring for doomsday. To prevent Ragnarok, Magnus must search the Nine Worlds for a weapon that has been lost for thousands of years.  When an attack by fire giants forces him to choose between his own safety and the lives of hundreds of innocents, Magnus makes a fatal decision.  Sometimes, the only way to start a new life is to die . . ."
351,House Rules,9780743296434,https://www.goodreads.com/buy_buttons/12/follow?book_id=6614960&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"
  When your son can't look you in the eye...does that mean he's guilty?
Jacob Hunt is a teen with Asperger's syndrome. He's hopeless at reading social cues or expressing himself well to others, though he is brilliant in many ways. But he has a special focus on one subject - forensic analysis. A police scanner in his room clues him in to crime scenes, and he's always showing up and telling the cops what to do. And he's usually right.But when Jacob's small hometown is rocked by a terrible murder, law enforcement comes to him. Jacob's behaviors are hallmark Asperger's, but they look a lot like guilt to the local police. Suddenly the Hunt family, who only want to fit in, are directly in the spotlight. For Jacob's mother, Emma, it's a brutal reminder of the intolerance and misunderstanding that always threaten her family. For his brother, Theo, it's another indication why nothing is normal because of Jacob.And over this small family, the soul-searing question looms:
  Did Jacob commit murder?","Jacob Hunt is a teenage boy with Asperger's Syndrome. He's hopeless at reading social cues and like many kids with AS, Jacob has a special focus on one subject – in his case, forensic analysis. He's always showing up at crime scenes and telling the cops what to do...and he's usually right. But then a murder causes the police come to Jacob with questions. All of the hallmark behaviours of Asperger's – not looking someone in the eye, tics and twitches – can look a lot like guilt. Suddenly, Jacob and his family feel the spotlight shining on them. For his mother, Emma, it's a brutal reminder of the intolerance and misunderstanding that always threaten her family. But the question looms: Did Jacob commit murder?"
352,A Monster Calls,9781406311525,https://www.goodreads.com/buy_buttons/15/follow?book_id=8621462&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,"An unflinching, darkly funny, and deeply moving story of a boy, his seriously ill mother, and an unexpected monstrous visitor. At seven minutes past midnight, thirteen-year-old Conor wakes to find a monster outside his bedroom window. But it isn't the monster Conor's been expecting - he's been expecting the one from his nightmare, the nightmare he's had nearly every night since his mother started her treatments. The monster in his backyard is different. It's ancient. And wild. And it wants something from Conor. Something terrible and dangerous. It wants the truth.From the final idea of award-winning author Siobhan Dowd - whose premature death from cancer prevented her from writing it herself - Patrick Ness has spun a haunting and darkly funny novel of mischief, loss, and monsters both real and imagined.","This is an extraordinarily moving novel about coming to terms with loss. The monster showed up just after midnight. As they do. But it isn't the monster Conor's been expecting. He's been expecting the one from his nightmare, the one he's had nearly every night since his mother started her treatments, the one with the darkness and the wind and the screaming...The monster in his back garden, though, this monster is something different. Something ancient, something wild. And it wants the most dangerous thing of all from Conor. It wants the truth. Costa Award winner Patrick Ness spins a tale from the final idea of much-loved Carnegie Medal winner Siobhan Dowd, whose premature death from cancer prevented her from writing it herself. Darkly mischievous and painfully funny, ""A Monster Calls"" is an extraordinarily moving novel of coming to terms with loss from two of our finest writers for young adults. This book is jacketed."
353,"The Scorch Trials (The Maze Runner, #2)",9780385738750,https://www.goodreads.com/buy_buttons/12/follow?book_id=7631105&ref=x_gr_w_bb&tag=x_gr_w_bb-20,Solving the Maze was supposed to be the end.  Â  Thomas was sure that escape from the Maze would mean freedom for him and the Gladers. But WICKED isnât done yet. Phase Two has just begun. The Scorch.  Â There are no rules. There is no help. You either make it or you die. Â  The Gladers have two weeks to cross through the Scorchâthe most burned-out section of the world. And WICKED has made sure to adjust the variables and stack the odds against them.  Â Friendships will be tested. Loyalties will be broken. All bets are off.  Â  There are others now. Their survival depends on the Gladersâ destructionâand theyâre determined to survive.,"The second book in the blockbuster phenomenon The Maze Runner series now features chapters from The Fever Code, the highly-anticipated conclusion to the MAZE RUNNER SERIES—the novel that finally reveals how the maze was built!        Thomas was sure that escape from the Maze would mean freedom for him and the Gladers. But WICKED isn’t done yet. Phase Two has just begun.    The Gladers have two weeks to cross through the Scorch—the most burned-out section of the world. And WICKED has made sure to adjust the variables and stack the odds against them.     Friendships will be tested. Loyalties will be broken. All bets are off.     There are others now. Their survival depends on the Gladers’ destruction—and they’re determined to survive.        The Maze Runner and Maze Runner: The Scorch Trials are now major motion pictures featuring the star of MTV's Teen Wolf, Dylan O’Brien; Kaya Scodelario; Aml Ameen; Will Poulter; and Thomas Brodie-Sangster. The third movie, Maze Runner: The Death Cure, will hit screens in 2018.       Also look for James Dashner’s edge-of-your-seat MORTALITY DOCTRINE series!     Praise for the Maze Runner series: A #1 New York Times Bestselling Series  A USA Today Bestseller  A Kirkus Reviews Best Teen Book of the Year  An ALA-YASLA Best Fiction for Young Adults Book  An ALA-YALSA Quick Pick     ""[A] mysterious survival saga that passionate fans describe as a fusion of Lord of the Flies, The Hunger Games, and Lost.""—EW.com     “Wonderful action writing—fast-paced…but smart and well observed.”—Newsday     “[A] nail-biting must-read.”—Seventeen.com     “Breathless, cinematic action.”—Publishers Weekly     “Heart pounding to the very last moment.”—Kirkus Reviews     “Exclamation-worthy.”—Romantic Times     “James Dashner’s illuminating prequel [The Kill Order] will thrill fans of this Maze Runner [series] and prove just as exciting for readers new to the series.”—Shelf Awareness, Starred   ""Take a deep breath before you start any James Dashner book.""-Deseret News"
354,Uprooted,9780804179034,https://www.goodreads.com/buy_buttons/12/follow?book_id=22544764&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"âOur Dragon doesnât eat the girls he takes, no matter what stories they tell outside our valley. We hear them sometimes, from travelers passing through. They talk as though we were doing human sacrifice, and he were a real dragon. Of course thatâs not true: he may be a wizard and immortal, but heâs still a man, and our fathers would band together and kill him if he wanted to eat one of us every ten years. He protects us against the Wood, and weâre grateful, but not that grateful.âAgnieszka loves her valley home, her quiet village, the forests and the bright shining river. But the corrupted Wood stands on the border, full of malevolent power, and its shadow lies over her life.Her people rely on the cold, driven wizard known only as the Dragon to keep its powers at bay. But he demands a terrible price for his help: one young woman handed over to serve him for ten years, a fate almost as terrible as falling to the Wood.The next choosing is fast approaching, and Agnieszka is afraid. She knowsâeveryone knowsâthat the Dragon will take Kasia: beautiful, graceful, brave Kasia, all the things Agnieszka isnât, and her dearest friend in the world. And there is no way to save her.But Agnieszka fears the wrong things. For when the Dragon comes, it is not Kasia he will choose.","WINNER OF THE NEBULA AWARD FOR BEST NOVEL • Naomi Novik, author of the New York Times bestselling and critically acclaimed Temeraire novels, introduces a bold new world rooted in folk stories and legends, as elemental as a Grimm fairy tale.  HUGO AWARD FINALIST • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY NPR | BuzzFeed | Tor.com | BookPage | Library Journal | Publishers Weekly  “Uprooted is confidently wrought and sympathetically cast. I might even call it bewitching.”—Gregory Maguire, bestselling author of Wicked and Egg &amp; Spoon   “Our Dragon doesn’t eat the girls he takes, no matter what stories they tell outside our valley. We hear them sometimes, from travelers passing through. They talk as though we were doing human sacrifice, and he were a real dragon. Of course that’s not true: he may be a wizard and immortal, but he’s still a man, and our fathers would band together and kill him if he wanted to eat one of us every ten years. He protects us against the Wood, and we’re grateful, but not that grateful.”   Agnieszka loves her valley home, her quiet village, the forests and the bright shining river. But the corrupted Wood stands on the border, full of malevolent power, and its shadow lies over her life.   Her people rely on the cold, driven wizard known only as the Dragon to keep its powers at bay. But he demands a terrible price for his help: one young woman handed over to serve him for ten years, a fate almost as terrible as falling to the Wood.   The next choosing is fast approaching, and Agnieszka is afraid. She knows—everyone knows—that the Dragon will take Kasia: beautiful, graceful, brave Kasia, all the things Agnieszka isn’t, and her dearest friend in the world. And there is no way to save her.   But Agnieszka fears the wrong things. For when the Dragon comes, it is not Kasia he will choose.  Praise for Uprooted  “Uprooted has leapt forward to claim the title of Best Book I’ve Read Yet This Year. . . . Moving, heartbreaking, and thoroughly satisfying, Uprooted is the fantasy novel I feel I’ve been waiting a lifetime for. Clear your schedule before picking it up, because you won’t want to put it down.”—NPR   “A very enjoyable fantasy with the air of a modern classic . . . Naomi Novik skillfully takes the fairy-tale-turned-bildungsroman structure of her premise . . . and builds enough flesh on those bones to make a very different animal. . . . The vivid characters around her also echo their fairy-tale forebears, but are grounded in real-world ambivalence that makes this book feel quietly mature, its world lived-in.”—The New York Times Book Review   “Novik here delivers a tale that is funny and fast-paced, laced with hair-raising battle scenes and conspiracies; it also touches on deeper ecological concerns we grapple with today.”—The Washington Post   “Novik takes us on a surprise-filled journey. . . . The resulting warmth and intimacy provide a nicely nurturing environment for her heroine’s unusual adventures.”—The Seattle Times   “Breathtaking . . . [Novik] weaves a tale that is both elegantly grand and earthily humble, familiar as a Grimm fairy tale yet fresh, original, and totally irresistible. This will be a must-read for fantasy fans for years to come.”—Pubilshers Weekly (starred review)   “An original and fully realized fantastical place guaranteed to enthrall her longtime fans and attract new readers.”—Library Journal (starred review)   From the Hardcover edition."
355,"Hollow City (Miss Peregrineâs Peculiar Children, #2)",9781594746123,https://www.goodreads.com/buy_buttons/12/follow?book_id=12396528&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"This second novel begins in 1940, immediately after the first book ended. Having escaped Miss Peregrineâs island by the skin of their teeth, Jacob and his new friends must journey to London, the peculiar capital of the world. Along the way, they encounter new allies, a menagerie of peculiar animals, and other unexpected surprises.Complete with dozens of newly discovered (and thoroughly mesmerising) vintage photographs, this new adventure will delight readers of all ages.","Read the sequel to the New York Times #1 best-selling book. The movie adaptation of Miss Peregrine’s Home for Peculiar Children is now a major motion picture from visionary director Tim Burton, staring Eva Green, Asa Butterfield, Ella Purnell, Samual L. Jackson, and Judi Dench.  Like its predecessor, this second novel in the Peculiar Children series blends thrilling fantasy with vintage photography to create a one-of-a-kind reading experience.  September 3, 1940. Ten peculiar children flee an army of deadly monsters. And only one person can help them—but she’s trapped in the body of a bird. The extraordinary journey that began in Miss Peregrine’s Home for Peculiar Children continues as Jacob Portman and his newfound friends journey to London, the peculiar capital of the world. There, they hope to find a cure for their beloved headmistress, Miss Peregrine. But in this war-torn city, hideous surprises lurk around every corner. And before Jacob can deliver the peculiar children to safety, he must make an important decision about his love for Emma Bloom."
356,The Bone Clocks,9781400065677,https://www.goodreads.com/buy_buttons/12/follow?book_id=20819685&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"Following a scalding row with her mother, fifteen-year-old Holly Sykes slams the door on her old life. But Holly is no typical teenage runaway: a sensitive child once contacted by voices she knew only as âthe radio people,â Holly is a lightning rod for psychic phenomena. Now, as she wanders deeper into the English countryside, visions and coincidences reorder her reality until they assume the aura of a nightmare brought to life.For Holly has caught the attention of a cabal of dangerous mysticsâand their enemies. But her lost weekend is merely the prelude to a shocking disappearance that leaves her family irrevocably scarred. This unsolved mystery will echo through every decade of Hollyâs life, affecting all the people Holly lovesâeven the ones who are not yet born.A Cambridge scholarship boy grooming himself for wealth and influence, a conflicted father who feels alive only while reporting from occupied Iraq, a middle-aged writer mourning his exile from the bestseller listâall have a part to play in this surreal, invisible war on the margins of our world. From the medieval Swiss Alps to the nineteenth-century Australian bush, from a hotel in Shanghai to a Manhattan townhouse in the near future, their stories come together in moments of everyday grace and extraordinary wonder.","The New York Times bestseller by the author of Cloud Atlas | Longlisted for the Man Booker Prize | Named One of the Top Ten Fiction Books of the Year by Time, Entertainment Weekly, and O: The Oprah Magazine | A New York Times Notable Book | An American Library Association Notable Book | Winner of the World Fantasy Award    Named to more than 20 year-end best of lists, including NPR | San Francisco Chronicle | The Atlantic | The Guardian | Slate | BuzzFeed  “With The Bone Clocks, [David] Mitchell rises to meet and match the legacy of Cloud Atlas.”—Los Angeles Times  Following a terrible fight with her mother over her boyfriend, fifteen-year-old Holly Sykes slams the door on her family and her old life. But Holly is no typical teenage runaway: A sensitive child once contacted by voices she knew only as “the radio people,” Holly is a lightning rod for psychic phenomena. Now, as she wanders deeper into the English countryside, visions and coincidences reorder her reality until they assume the aura of a nightmare brought to life.     For Holly has caught the attention of a cabal of dangerous mystics—and their enemies. But her lost weekend is merely the prelude to a shocking disappearance that leaves her family irrevocably scarred. This unsolved mystery will echo through every decade of Holly’s life, affecting all the people Holly loves—even the ones who are not yet born.     A Cambridge scholarship boy grooming himself for wealth and influence, a conflicted father who feels alive only while reporting on the war in Iraq, a middle-aged writer mourning his exile from the bestseller list—all have a part to play in this surreal, invisible war on the margins of our world. From the medieval Swiss Alps to the nineteenth-century Australian bush, from a hotel in Shanghai to a Manhattan townhouse in the near future, their stories come together in moments of everyday grace and extraordinary wonder.      Rich with character and realms of possibility, The Bone Clocks is a kaleidoscopic novel that begs to be taken apart and put back together by a writer The Washington Post calls “the novelist who’s been showing us the future of fiction.”     An elegant conjurer of interconnected tales, a genre-bending daredevil, and a master prose stylist, David Mitchell has become one of the leading literary voices of his generation. His hypnotic new novel, The Bone Clocks, crackles with invention and wit and sheer storytelling pleasure—it is fiction at its most spellbinding.  Praise for The Bone Clocks    “One of the most entertaining and thrilling novels I’ve read in a long time.”—Meg Wolitzer, NPR  “[Mitchell] writes with a furious intensity and slapped-awake vitality, with a delight in language and all the rabbit holes of experience.”—The New York Times Book Review     “Intensely compelling . . . fantastically witty . . . offers up a rich selection of domestic realism, gothic fantasy and apocalyptic speculation.”—The Washington Post     “[A] time-traveling, culture-crossing, genre-bending marvel of a novel.”—O: The Oprah Magazine     “Great fun . . . a tour de force . . . [Mitchell] channels his narrators with vivid expertise.”—San Francisco Chronicle     “Mitchell is one of the most electric writers alive.”—The Boston Globe"
357,The Invisible Game: The Mindset of a Winning Team,9781517457013,https://www.goodreads.com/buy_buttons/12/follow?book_id=28051004&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"Competitive gaming and eSports among youths became a major theme these days. For a professional gamer, having the best strategy or belonging to a team with the best skills are sometimes not enough for success. Real life tournaments are tougher than we can imagine.The Invisible Game covers the necessary mental development of eSport players. The book helps to prepare the players' minds for the challenges, both on the map and in real life.We overestimate the power of our daily thoughts, and we forget the potential of our inner wisdom. This book guides you with honest life experiences of an eSport team manager on a journey to find the mental balance for peak performance.","Competitive gaming and eSports among youths became a major theme these days. For a professional gamer, having the best strategy or belonging to a team with the best skills are sometimes not enough for success. Real life tournaments are tougher than we can imagine.   The Invisible Game covers the necessary mental development of eSport players. The book helps to prepare the players' minds for the challenges, both on the map and in real life.   We overestimate the power of our daily thoughts, and we forget the potential of our inner wisdom. This book guides you with honest life experiences of an eSport team manager on a journey to find the mental balance for peak performance."
358,"Fifty Shades Freed (Fifty Shades, #3)",9780345803504,https://www.goodreads.com/buy_buttons/12/follow?book_id=13536860&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christianâs singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees.Now, Ana and Christian have it allâlove, passion, intimacy, wealth, and a world of possibilities for their future.Â But Ana knows that loving her Fifty Shades will not be easy, and that being together will pose challenges that neither of them would anticipate.Â Ana must somehow learn to share Christianâs opulent lifestyle without sacrificing her own identity. And Christian must overcome his compulsion to control as he wrestles with the demons of a tormented past.Just when it seems that their strength together will eclipse any obstacle, misfortune, malice, and fate conspire to make Anaâs deepest fears turn to reality.This book is intended for mature audiences.","MORE THAN 100 MILLION COPIES SOLD WORLDWIDE SOON TO BE A MAJOR MOTION PICTURE  When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christian’s singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees.   Now, Ana and Christian have it all—love, passion, intimacy, wealth, and a world of possibilities for their future. But Ana knows that loving her Fifty Shades will not be easy, and that being together will pose challenges that neither of them would anticipate. Ana must somehow learn to share Christian’s opulent lifestyle without sacrificing her own identity. And Christian must overcome his compulsion to control as he wrestles with the demons of a tormented past.   Just when it seems that their strength together will eclipse any obstacle, misfortune, malice, and fate conspire to make Ana’s deepest fears turn to reality.  This book is intended for mature audiences."
359,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,9780670025817,https://www.goodreads.com/buy_buttons/12/follow?book_id=16158542&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"For readers of Laura Hillenbrand's Seabiscuit and Unbroken, the dramatic story of the American rowing team that stunned the world at Hitler's 1936 Berlin OlympicsDaniel James Brown's robust book tells the story of the University of Washington's 1936 eight-oar crew and their epic quest for an Olympic gold medal, a team that transformed the sport and grabbed the attention of millions of Americans. The sons of loggers, shipyard workers, and farmers, the boys defeated elite rivals first from eastern and British universities and finally the German crew rowing for Adolf Hitler in the Olympic games in Berlin, 1936.The emotional heart of the story lies with one rower, Joe Rantz, a teenager without family or prospects, who rows not for glory, but to regain his shattered self-regard and to find a place he can call home. The crew is assembled by an enigmatic coach and mentored by a visionary, eccentric British boat builder, but it is their trust in each other that makes them a victorious team. They remind the country of what can be done when everyone quite literally pulls togetherâa perfect melding of commitment, determination, and optimism.Drawing on the boys' own diaries and journals, their photos and memories of a once-in-a-lifetime shared dream, The Boys in the Boat is an irresistible story about beating the odds and finding hope in the most desperate of timesâthe improbable, intimate story of nine working-class boys from the American west who, in the depths of the Great Depression, showed the world what true grit really meant. It will appeal to readers of Erik Larson, Timothy Egan, James Bradley, and David Halberstam's The Amateurs.","The #1 New York Times–bestselling story about American Olympic triumph in Nazi Germany and now the inspiration for the PBS documentary “The Boys of ‘36”  For readers of Unbroken, out of the depths of the Depression comes an irresistible story about beating the odds and finding hope in the most desperate of times—the improbable, intimate account of how nine working-class boys from the American West showed the world at the 1936 Olympics in Berlin what true grit really meant.   It was an unlikely quest from the start. With a team composed of the sons of loggers, shipyard workers, and farmers, the University of Washington’s eight-oar crew team was never expected to defeat the elite teams of the East Coast and Great Britain, yet they did, going on to shock the world by defeating the German team rowing for Adolf Hitler. The emotional heart of the tale lies with Joe Rantz, a teenager without family or prospects, who rows not only to regain his shattered self-regard but also to find a real place for himself in the world. Drawing on the boys’ own journals and vivid memories of a once-in-a-lifetime shared dream, Brown has created an unforgettable portrait of an era, a celebration of a remarkable achievement, and a chronicle of one extraordinary young man’s personal quest.   From the Trade Paperback edition."
360,Go Set a Watchman,9780062409850,https://www.goodreads.com/buy_buttons/12/follow?book_id=24817626&ref=x_gr_w_bb&tag=x_gr_w_bb-20,"From Harper Lee comes a landmark new novel set two decades after her beloved Pulitzer Prize-winning masterpiece, To Kill a Mockingbird. Maycomb, Alabama. Twenty-six-year-old Jean Louise Finch--""Scout""--returns home from New York City to visit her aging father, Atticus. Set against the backdrop of the civil rights tensions and political turmoil that were transforming the South, Jean Louise's homecoming turns bittersweet when she learns disturbing truths about her close-knit family, the town and the people dearest to her. Memories from her childhood flood back, and her values and assumptions are thrown into doubt. Featuring many of the iconic characters from To Kill a Mockingbird, Go Set a Watchman perfectly captures a young woman, and a world, in a painful yet necessary transition out of the illusions of the past--a journey that can be guided only by one's conscience. Written in the mid-1950s, Go Set a Watchman imparts a fuller, richer understanding and appreciation of Harper Lee. Here is an unforgettable novel of wisdom, humanity, passion, humor and effortless precision--a profoundly affecting work of art that is both wonderfully evocative of another era and relevant to our own times. It not only confirms the enduring brilliance of To Kill a Mockingbird, but also serves as its essential companion, adding depth, context and new meaning to an American classic.","From Harper Lee comes a landmark new novel set two decades after her beloved Pulitzer Prize–winning masterpiece, To Kill a Mockingbird.  Maycomb, Alabama. Twenty-six-year-old Jean Louise Finch—""Scout""—returns home from New York City to visit her aging father, Atticus. Set against the backdrop of the civil rights tensions and political turmoil that were transforming the South, Jean Louise's homecoming turns bittersweet when she learns disturbing truths about her close-knit family, the town, and the people dearest to her. Memories from her childhood flood back, and her values and assumptions are thrown into doubt. Featuring many of the iconic characters from To Kill a Mockingbird, Go Set a Watchman perfectly captures a young woman, and a world, in painful yet necessary transition out of the illusions of the past—a journey that can only be guided by one's own conscience.  Written in the mid-1950s, Go Set a Watchman imparts a fuller, richer understanding and appreciation of Harper Lee. Here is an unforgettable novel of wisdom, humanity, passion, humor, and effortless precision—a profoundly affecting work of art that is both wonderfully evocative of another era and relevant to our own times. It not only confirms the enduring brilliance of To Kill a Mockingbird, but also serves as its essential companion, adding depth, context, and new meaning to an American classic."
361,"Beautiful Disaster (Beautiful, #1)",-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=11505797&ref=x_gr_e_nl_general_sout_bb&tag=x_gr_e_nl_general_sout_bb-20,"The new Abby Abernathy is a good girl. She doesnât drink or swear, and she has the appropriate number of cardigans in her wardrobe. Abby believes she has enough distance from the darkness of her past, but when she arrives at college with her best friend, her path to a new beginning is quickly challenged by Eastern University's Walking One-Night Stand. Travis Maddox, lean, cut, and covered in tattoos, is exactly what Abby needsâand wantsâto avoid. He spends his nights winning money in a floating fight ring, and his days as the ultimate college campus charmer. Intrigued by Abbyâs resistance to his appeal, Travis tricks her into his daily life with a simple bet. If he loses, he must remain abstinent for a month. If Abby loses, she must live in Travisâs apartment for the same amount of time. Either way, Travis has no idea that he has met his match.","What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.  Humorous, surprising and informative, Dr. Peterson tells us why skateboarding boys and girls must be left alone, what terrible fate awaits those who criticize too easily, and why you should always pet a cat when you meet one on the street.       What does the nervous system of the lowly lobster have to tell us about standing up straight (with our shoulders back) and about success in life? Why did ancient Egyptians worship the capacity to pay careful attention as the highest of gods? What dreadful paths do people tread when they become resentful, arrogant and vengeful? Dr. Peterson journeys broadly, discussing discipline, freedom, adventure and responsibility, distilling the world's wisdom into 12 practical and profound rules for life. 12 Rules for Life shatters the modern commonplaces of science, faith and human nature, while transforming and ennobling the mind and spirit of its readers."
